1105899369214169088,CharlesST1980,"RT @CdGuayaquil: ¡Continuamos por #ELMejorGuayaquilDeTodosLosTiempos!, el candidato a Alcalde, @jimmyjairala visitó esta tarde las parroqui…",Wed Mar 13 18:32:10 +0000 2019
1105899607522009089,CharlesST1980,RT @cendemocratico: .@jimmyjairala recorre la calle Tulcán en el centro de Guayaquil. Sus vecinos se unen al proyecto por #ElMejorGuayaquil…,Wed Mar 13 18:33:07 +0000 2019
1105899738283626496,Wed Mar 13 18:33:38 +0000 2019,CNEGalapagos,,Wed Mar 13 18:33:38 +0000 2019
1105899784752295937,Wed Mar 13 18:33:49 +0000 2019,EscarabayMarco,,Wed Mar 13 18:33:49 +0000 2019
1105900262739329024,Wed Mar 13 18:35:43 +0000 2019,_Sigma7_,"@jimmyjairala Aquí le dejo una clases de actuación: https://t.co/93r1B8lgbY Le van a servir después de las elecciones...

Pd: En tu gestión dejaste mas dudas q certezas... Ya te imagino a la voz de FRAUDE afuera del CNE del Guayas.",Wed Mar 13 18:35:43 +0000 2019
1105900465773051904,Wed Mar 13 18:36:32 +0000 2019,PedroCoello14,En todo lo que hace @jimmyjairala esta mal. Se la pasa quejando se pasa tuiteando poniendo siempre como ejemplo al actual municipio no hay propuestas de el solo ataques y eso no hace daño solo a él. Sino a @verollagunoec vivo en #Samborondón y acá vemos esos actos mal,Wed Mar 13 18:36:32 +0000 2019
1105900544420470784,Wed Mar 13 18:36:51 +0000 2019,cnegobec,"#DecisiónEnDemocracia | Hoy a las 22h00, conoceremos a los candidatos a la alcaldía de #Guayaquil: @jimmyjairala, @fcojimenez21, @jaimelomas74, @cedeno_marth, #SimónBolivarRosero, @edgarsalazar_51, #OctavioSuárez, @jorgevillacrese y @CynthiaViteri6. 
📺¡Míranos en @EcuadorTV! https://t.co/SXpmNQNCxm",Wed Mar 13 18:36:51 +0000 2019
1105900609293697024,Wed Mar 13 18:37:06 +0000 2019,EscarabayMarco,,Wed Mar 13 18:37:06 +0000 2019
1105900623692742656,Wed Mar 13 18:37:09 +0000 2019,CNEGalapagos,,Wed Mar 13 18:37:09 +0000 2019
1105900839917494273,Wed Mar 13 18:38:01 +0000 2019,Br14nCabrera,@jimmyjairala Todo el pueblo de Guayaquil sabemos que serán unas elecciones limpias y que el ganador será Jimmy Jairala #ElMejorGuayaquilDeTodosLosTiempos sólo con usted!,Wed Mar 13 18:38:01 +0000 2019
1105900969106309120,Wed Mar 13 18:38:32 +0000 2019,Laboladecrista5,"@jrmirannda7 @CynthiaViteri6 @ursulastrengech @aguschmer @jRodriguezECU No hay donde inscribirse, es solo pro.esa de campaña, por favor deposite su voto y vuelva a esperar su turno para que sea multado y le den garrote.",Wed Mar 13 18:38:32 +0000 2019
1105901004925620225,Wed Mar 13 18:38:40 +0000 2019,guzmetmin,@cnegobec @jimmyjairala @fcojimenez21 @jaimelomas74 @cedeno_marth @edgarsalazar_51 @jorgevillacrese @CynthiaViteri6 @EcuadorTV https://t.co/5nmrp0KECl,Wed Mar 13 18:38:40 +0000 2019
1105901325450129408,Wed Mar 13 18:39:57 +0000 2019,cnesucumbios,,Wed Mar 13 18:39:57 +0000 2019
1105901376327036936,Wed Mar 13 18:40:09 +0000 2019,Br14nCabrera,@jimmyjairala Por donde usted pasa se le apoya y se le brinda amor porque sabemos que cumplirá con todo lo que nos promete #ElMejorGuayaquilDeTodosLosTiempos,Wed Mar 13 18:40:09 +0000 2019
